date,const,title,income,source
1959-06-16,tt0048385,Il mondo sarà nostro,,"Fedi 1958-59, Bruzia 1958-59"
1959-06-20,tt0051087,Il segno della legge,,"Fedi 1958-59, Bruzia 1958-59"
1959-06-23,tt0049366,Invasione degli ultracorpi,,"Fedi 1958-59, Bruzia 1958-59"
1959-06-27,tt0051979,"Napoli, sole mio!",,"Fedi 1958-59, Bruzia 1958-59"
1959-06-30,tt0050897,Il ricatto di un padre,,"Fedi 1958-59, Bruzia 1958-59"
1959-07-04,tt0051727,Il romanzo di un giovane povero,,"Fedi 1958-59, Bruzia 1958-59"
1959-07-07,tt0049288,Pecore nere,,Bruzia 1958-59
1959-07-09,tt0049845,La lunga mano,,"Fedi 1958-59, Bruzia 1958-59"
1959-07-12,tt0047995,Le diciottenni,,Fedi 1958-59
1959-07-12,tt0052351,La Venere di Cheronea,,Bruzia 1958-59
1959-07-14,tt0049288,Pecore nere,,Fedi 1958-59
1959-07-15,tt0050383,Prigioniero della paura,,"Fedi 1958-59, Bruzia 1958-59"
1959-07-16,tt0048207,Gli innamorati,,"Fedi 1958-59, Bruzia 1958-59"
1959-07-18,tt0048728,Caccia al ladro,,"Fedi 1958-59, Bruzia 1958-59"
1959-07-21,tt0050913,Il dado è tratto,,"Fedi 1958-59, Bruzia 1958-59"
1959-07-26,tt0050299,Il riscatto degli indiani,,"Fedi 1958-59, Bruzia 1958-59"
1959-07-28,tt0050316,Dino,,"Fedi 1958-59, Bruzia 1958-59"
1959-07-30,tt0045358,Ergastolo,,Fedi 1958-59
1959-08-01,tt0051125,L'ultima violenza,,"Fedi 1958-59, Bruzia 1958-59"
1959-08-04,tt0048203,Incatenata dal destino,,Fedi 1958-59
1959-08-08,tt0052009,Non sono più Guaglione,,"Fedi 1958-59, Bruzia 1958-59"
1959-08-15,tt0049849,I violenti,,"Fedi 1958-59, Bruzia 1958-59"
1959-08-17,tt0043357,I nottambuli,,"Fedi 1958-59, Bruzia 1958-59"
1959-08-20,tt0046097,Il mostro dell'isola,,"Fedi 1958-59, Bruzia 1958-59"
1959-08-22,tt0051685,"Guardia, ladro e cameriera",,"Fedi 1958-59, Bruzia 1958-59"
1959-08-24,tt0049196,Donna da uccidere,,Fedi 1958-59
1959-08-27,tt0137437,L'isola della vendetta,,"Fedi 1958-59, Bruzia 1958-59"
1959-09-01,tt0038183,Torna... a Sorrento,,Fedi 1958-59
1959-09-03,tt0045642,Condannatelo!,,Fedi 1958-59
1959-09-05,tt0050887,Rascel-Fifì,,Fedi 1958-59
1959-09-08,tt0047352,Piccola santa,,Fedi 1958-59
1959-09-09,tt0047986,Destinazione Piovarolo,,"Fedi 1958-59, Bruzia 1958-59"
1959-09-19,tt0049762,Sissi - La giovane imperatrice,,"Fedi 1958-59, Bruzia 1958-59"
1959-09-21,tt0168690,Una donna libera,,Fedi 1958-59
1959-09-26,tt0048210,Oltre il destino,,"Fedi 1958-59, Bruzia 1958-59"
1959-10-03,tt0052309,"Totò, Peppino e le fanatiche",,"Fedi 1958-59, Bruzia 1958-59"
1959-10-06,tt0037115,Nabonga,,"Fedi 1958-59, Bruzia 1958-59"
1959-10-10,tt0040876,I tre moschettieri,,"Fedi 1958-59, Bruzia 1958-59"
1959-10-14,tt0049448,La legge della strada,,"Fedi 1958-59, Bruzia 1958-59"
1959-10-16,tt0048077,5 contro il casinò,,"Fedi 1958-59, Bruzia 1958-59"
1959-10-18,tt0050705,La mina,,"Fedi 1958-59, Bruzia 1958-59"
1959-10-20,tt0048779,La vena d'oro,,"Fedi 1958-59, Bruzia 1958-59"
1959-10-22,tt0053105,Il marito bello: Il nemico di mia moglie,,"Fedi 1958-59, Bruzia 1958-59"
1959-10-28,tt0050507,Alta marea a mezzogiorno,,Fedi 1958-59
1959-10-30,tt0048517,Il figliuol prodigo,,"Fedi 1958-59, Bruzia 1958-59"
1959-11-05,tt0311012,Sangue sul deserto,,Fedi 1958-59
1959-11-06,tt0046269,Salomè,,"Fedi 1958-59, Bruzia 1958-59"
1959-11-15,tt0049905,Uomini e lupi,,"Fedi 1958-59, Bruzia 1958-59"
1959-11-22,tt0031381,Via col vento,,"Fedi 1958-59, Bruzia 1958-59"
1959-11-26,tt0044143,Tre storie proibite,,"Fedi 1958-59, Bruzia 1958-59"
1959-11-29,tt0051784,"Io, mammeta e tu",,"Fedi 1958-59, Bruzia 1958-59"
1959-12-01,tt0035160,Ossessione,,"Fedi 1958-59, Bruzia 1958-59"
1959-12-07,tt0050797,Petrolio rosso,,"Fedi 1958-59, Bruzia 1958-59"
1959-12-08,tt0049014,La tenda nera,,"Fedi 1958-59, Bruzia 1958-59"
1959-12-11,tt0050140,Arrivederci Roma,,"Fedi 1958-59, Bruzia 1958-59"
1959-12-12,tt0032851,Passaggio a Nord-Ovest,,"Fedi 1958-59, Bruzia 1958-59"
1959-12-16,tt0038213,La valle del destino,3700,"Fedi 1958-59, Bruzia 1958-59"
1959-12-17,tt0039739,Legittima difesa,,Bruzia 1958-59
1959-12-19,tt0046328,Gli schiavi di Babilonia,,Fedi 1958-59
1959-12-23,tt0048981,La banda degli onesti,,"Fedi 1958-59, Bruzia 1958-59"
1959-12-26,tt0050974,Destino di una imperatrice,,"Fedi 1958-59, Bruzia 1958-59"
1959-12-27,tt0050634,Quando volano le cicogne,,"Fedi 1958-59, Bruzia 1958-59"
1959-12-30,tt0051985,Nel segno di Roma,,Fedi 1958-59
1960-10-01,tt0051487,La congiura dei Borgia,30500,Fedi 1960-61
1960-10-13,tt0044061,Il figlio del Dott. Jekyll,,Fedi 1960-61
1960-10-16,tt0052162,Lo scorticatore,,Fedi 1960-61
1960-10-20,tt0052789,Un ettaro di cielo,,Fedi 1960-61
1960-10-23,tt0052782,Ercole e la regina di Lidia,,Fedi 1960-61
1960-10-24,tt0050721,Un amore a Parigi,,Fedi 1960-61
1960-10-25,tt0050526,L'evaso di San Quintino,,Fedi 1960-61
1960-10-30,tt0051616,Il figlio del corsaro rosso,,Fedi 1960-61
1960-11-01,tt0052358,Un posto in paradiso,,Fedi 1960-61
1960-11-05,tt0051463,Il cavaliere del castello maledetto,,Fedi 1960-61
1960-11-08,tt0050905,Le avventure di Robinson,,Fedi 1960-61
1960-11-11,tt0051568,Il vizio e la notte,,Fedi 1960-61
1960-11-12,tt0051057,Tarzan e il safari perduto,,Fedi 1960-61
1960-11-19,tt0052042,Il padrone delle ferriere,,Fedi 1960-61
1960-11-29,tt0047947,La conquista dello spazio,,Fedi 1960-61
1960-12-01,tt0050626,Le lavandaie del Portogallo,,Fedi 1960-61
1960-12-02,tt0051438,La frusta dell'amazzone,,Fedi 1960-61
1960-12-04,tt0052574,L'arciere nero,,Fedi 1960-61
1960-12-08,tt0053161,Perfide.... ma belle,,Fedi 1960-61
1960-12-09,tt0047033,Attacco alla base spaziale US,,Fedi 1960-61
1960-12-10,tt0042646,Le miniere di re Salomone,,Fedi 1960-61
1960-12-12,tt0051941,Mogli pericolose,,Fedi 1960-61
1960-12-12,tt0051780,Le insaziabili,,Fedi 1960-61
1960-12-15,tt0052184,Sergente d'ispezione,,Fedi 1960-61
1961-11-04,tt0052999,Le legioni di Cleopatra,,Fedi 1961-62
1961-11-07,tt0050313,Il diavolo nero,,Fedi 1961-62
1961-11-12,tt0054437,La vendetta di Ercole,,Fedi 1961-62
1961-11-15,tt0041182,Cagliostro (Gli Spadaccini della Serenissima),,Fedi 1961-62
1961-11-19,tt0054344,La strada dei giganti,,Fedi 1961-62
1961-11-22,tt0032762,Il segno di Zorro,,Fedi 1961-62
1961-11-26,tt0054788,David e Golia,,Fedi 1961-62
1961-11-28,tt0050900,La cavalcata della vendetta,,Fedi 1961-62
1961-11-30,tt0050722,Il mostro che sfidò il mondo,,Fedi 1961-62
1961-12-02,tt0053346,Il terrore dei barbari,,Fedi 1961-62
1961-12-05,tt0198713,Mantelli e spade insanguinate,,Fedi 1961-62
1961-12-09,tt0052072,Il pirata dello sparviero nero,,Fedi 1961-62
1961-12-10,tt0053210,I Reali di Francia,,Fedi 1961-62
1961-12-13,tt0042307,Il capitano nero,,Fedi 1961-62
1961-12-13,tt0052123,La rivolta dei gladiatori,,Fedi 1961-62
1961-12-16,tt0052993,Il giorno della vendetta,,Fedi 1961-62
1961-12-18,tt0054239,Drakut il vendicatore,,Fedi 1961-62
1961-12-19,tt0051985,Nel segno di Roma,,Fedi 1961-62
1961-12-31,tt0055867,Costantino il grande,,Fedi 1961-62
1962-01-01,tt0055867,Costantino il grande,,"Fedi 1961-62, Calendario 1962"
1962-01-03,tt0055296,La donna dei faraoni,,"Fedi 1961-62, Calendario 1962"
1962-01-08,tt0039011,Tarzan e la donna leopardo,,Fedi 1961-62
1962-01-13,tt0053634,"Revak, lo schiavo di Cartagine",,Fedi 1961-62
1962-01-16,tt0051184,L'arma del delitto,,"Fedi 1961-62, Calendario 1962"
1962-01-20,tt0054436,La vendetta dei barbari,,"Fedi 1961-62, Calendario 1962"
1962-01-27,tt0051891,La maja desnuda,,Fedi 1961-62
1962-02-03,tt0052817,Come prima,,"Fedi 1961-62, Calendario 1962"
1962-02-06,tt0052877,Il boia,,"Fedi 1961-62, Calendario 1962"
1962-02-09,tt0051706,Lo strangolatore folle,,"Fedi 1961-62, Calendario 1962"
1962-02-12,tt0046767,I fucilieri del Bengala,,"Fedi 1961-62, Calendario 1962"
1962-02-17,tt0053334,Il terrore corre sul fiume,,"Fedi 1961-62, Calendario 1962"
1962-02-20,tt0051852,La legge,,"Fedi 1961-62, Calendario 1962"
1962-02-25,tt0052045,"Pane, amore e Andalusia",,"Fedi 1961-62, Calendario 1962"
1962-02-26,tt0040382,La favorita del maresciallo,,"Fedi 1961-62, Calendario 1962"
1962-02-28,tt0046250,Vacanze romane,,"Fedi 1961-62, Calendario 1962"
1962-03-04,tt0051363,Anna di Brooklyn,,"Fedi 1961-62, Calendario 1962"
1962-03-05,tt0047582,Il circo a tre piste,,"Fedi 1961-62, Calendario 1962"
1962-03-06,tt0053031,Il magistrato,,"Fedi 1961-62, Calendario 1962"
1962-03-11,tt0053335,"Tarzan, l'uomo scimmia",,"Fedi 1961-62, Calendario 1962"
1962-03-13,tt0052589,Audace colpo dei soliti ignoti,,"Fedi 1961-62, Calendario 1962"
1962-03-14,tt0052690,Furore di vivere,,Fedi 1961-62
1962-03-17,tt0052570,Apocalisse sul fiume giallo,,"Fedi 1961-62, Calendario 1962"
1962-03-19,tt0053697,Caravan petrol,,"Fedi 1961-62, Calendario 1962"
1962-03-24,tt0052783,Joselito,,"Fedi 1961-62, Calendario 1962"
1962-03-27,tt0274780,Violenti e selvaggi,,"Fedi 1961-62, Calendario 1962"
1962-03-30,tt0051082,Il placido Don (La Carica dei Cosacchi),,"Fedi 1961-62, Calendario 1962"
1962-04-04,tt0053026,Cento colpi di pistola,,"Fedi 1961-62, Calendario 1962"
1962-04-07,tt0052941,I ribelli del Kansas,,"Fedi 1961-62, Calendario 1962"
1962-04-08,tt0052993,Il giorno della vendetta,,Fedi 1961-62
1962-04-10,tt0156091,Sogno di una notte di mezza sbornia,,Fedi 1961-62
1962-04-11,tt0051808,La fortezza nascosta,,"Fedi 1961-62, Calendario 1962"
1962-04-15,tt0054246,Robin Hood e i pirati,,"Fedi 1961-62, Calendario 1962"
1962-04-16,tt0050900,La cavalcata della vendetta,,"Fedi 1961-62, Calendario 1962"
1962-04-22,tt0052604,La battaglia di Maratona,,"Fedi 1961-62, Calendario 1962"
1962-04-23,tt0044182,La vendetta del corsaro,,"Fedi 1961-62, Calendario 1962"
1962-04-28,tt0052704,Costa Azzurra,,Fedi 1961-62
1962-04-28,tt0166548,La contessa azzurra,,Calendario 1962
1962-05-06,tt0054368,Tarzan il magnifico,,"Fedi 1961-62, Calendario 1962"
1962-05-08,tt0050774,Rapina a San Francisco,,"Fedi 1961-62, Calendario 1962"
1962-05-13,tt0122779,La vendetta di Ursus,,"Fedi 1961-62, Calendario 1962"
1962-05-15,tt0031971,Ombre rosse,,"Fedi 1961-62, Calendario 1962"
1962-05-19,tt0054185,I pirati della costa,,"Fedi 1961-62, Calendario 1962"
1962-05-24,tt0171276,Un eroe del nostro tempo,,"Fedi 1961-62, Calendario 1962"
1962-05-27,tt0051436,I bucanieri,,"Fedi 1961-62, Calendario 1962"
1962-05-31,tt0047393,Rasputin,,"Fedi 1961-62, Calendario 1962"
1962-06-02,tt0055427,Il segreto dello sparviero nero,,"Fedi 1961-62, Calendario 1962"
1962-06-09,tt0046344,Sombrero,,"Fedi 1961-62, Calendario 1962"
1962-06-11,tt0055517,Il terrore dei mari,,"Fedi 1961-62, Calendario 1962"
1962-06-16,tt0054650,Le baccanti,,"Fedi 1961-62, Calendario 1962"
1962-06-20,tt0053601,La sposa bella,,"Fedi 1961-62, Calendario 1962"
1962-06-23,tt0051649,Il ponticello sul fiume dei guai,,"Fedi 1961-62, Calendario 1962"
1962-06-28,tt0052786,Estate violenta,,"Fedi 1961-62, Calendario 1962"
1962-07-01,tt0061053,Spade senza bandiera,,"Fedi 1961-62, Calendario 1962"
1962-07-04,tt0157798,Il cuore in gola,,"Fedi 1961-62, Calendario 1962"
1962-07-06,tt0043262,Il cacciatore del Missouri,,"Fedi 1961-62, Calendario 1962"
1962-07-12,tt0050199,Gli amanti del Pacifico,,"Fedi 1961-62, Calendario 1962"
1962-07-15,tt0053702,Il cavaliere dai cento volti,,"Fedi 1961-62, Calendario 1962"
1962-07-19,tt0052592,Gli avventurieri dei tropici,,"Fedi 1961-62, Calendario 1962"
1962-07-22,tt0054721,La spada della vendetta,,"Fedi 1961-62, Calendario 1962"
1962-07-25,tt0047911,La trappola della morte,,"Fedi 1961-62, Calendario 1962"
1962-07-28,tt0044060,Un'estate d'amore,,"Fedi 1961-62, Calendario 1962"
1962-07-31,tt0052251,La strada della violenza,,"Fedi 1961-62, Calendario 1962"
1962-08-04,tt0208469,Una spada nell'ombra,,"Fedi 1961-62, Calendario 1962"
1962-08-07,tt0051604,La belva scatenata,,"Fedi 1961-62, Calendario 1962"
1962-08-10,tt0053346,Il terrore dei barbari,,"Fedi 1961-62, Calendario 1962"
1962-08-11,tt0050935,Sissi a Ischia,,Fedi 1961-62
1962-08-14,tt0043751,Stella solitaria,,"Fedi 1961-62, Calendario 1962"
1962-08-18,tt0047334,Il cavaliere implacabile,,"Fedi 1961-62, Calendario 1962"
1962-08-20,tt0047325,Pagato per uccidere,,"Fedi 1961-62, Calendario 1962"
1962-08-26,tt0052357,La donna che visse due volte,,"Fedi 1961-62, Calendario 1962"
1962-08-28,tt0055297,I pianeti contro di noi,,"Fedi 1961-62, Calendario 1962"
1962-09-01,tt0048711,I dominatori di Fort Ralston,,"Fedi 1961-62, Calendario 1962"
1962-09-03,tt0032182,"Addio, giovinezza!",,Calendario 1962
1962-09-08,tt0056027,Il gladiatore invincibile,,"Fedi 1961-62, Calendario 1962"
1962-09-16,tt0147052,Frontiere in fiamme,,"Fedi 1961-62, Calendario 1962"
1962-09-18,tt0054407,Il buco,,"Fedi 1961-62, Calendario 1962"
1962-09-21,tt0140366,Match contro la morte,,"Fedi 1961-62, Calendario 1962"
1962-09-23,tt0052741,I rivoltosi di Alcantara,,"Fedi 1961-62, Calendario 1962"
1962-09-28,tt0053940,Processo alla giustizia,,"Fedi 1961-62, Calendario 1962"
1962-09-30,tt0062254,Le sette sfide,,"Fedi 1961-62, Calendario 1962"
1962-10-02,tt0052805,Il primo uomo nello spazio,,"Fedi 1961-62, Calendario 1962"
1962-10-07,tt0051155,Ho giurato di ucciderti,,"Fedi 1961-62, Calendario 1962"
1962-10-14,tt0054641,"Antinea, l'amante della città sepolta",,"Fedi 1961-62, Calendario 1962"
1962-10-16,tt0053273,La spia di Scotland Yard,,"Fedi 1961-62, Calendario 1962"
1962-10-20,tt0053252,Sissi la favorita dello zar,,"Fedi 1961-62, Calendario 1962"
1962-10-22,tt0053234,SOS Pacific,,"Fedi 1961-62, Calendario 1962"
1962-10-27,tt0052627,Il grande pescatore,,"Fedi 1961-62, Calendario 1962"
1962-11-01,tt0053709,Chi si ferma è perduto,,"Fedi 1961-62, Fedi 1962-63, Calendario 1962"
1962-11-03,tt0051692,La zingara rossa,,"Fedi 1961-62, Fedi 1962-63, Calendario 1962"
1962-11-10,tt0054013,Il ladro di Bagdad,,"Fedi 1961-62, Fedi 1962-63, Calendario 1962"
1962-11-13,tt0186396,Le notti dei Teddy Boys,,"Fedi 1961-62, Fedi 1962-63, Calendario 1962"
1962-11-13,tt0042208,Giungla d'asfalto,,"Fedi 1961-62, Calendario 1962"
1962-11-17,tt0054740,Il coraggio e la sfida,,"Fedi 1961-62, Fedi 1962-63, Calendario 1962"
1962-11-20,tt0051686,Il sentiero della vendetta,,"Fedi 1961-62, Fedi 1962-63, Calendario 1962"
1962-11-25,tt0056427,Rosmunda e Alboino,,"Fedi 1961-62, Fedi 1962-63, Calendario 1962"
1962-11-27,tt0050669,Il commissario Maigret,,"Fedi 1961-62, Fedi 1962-63, Calendario 1962"
1962-12-04,tt0053906,Il mistero dei tre continenti,,"Fedi 1961-62, Fedi 1962-63, Calendario 1962"
1962-12-08,tt0052868,Il ritorno di Texas John,,"Fedi 1961-62, Fedi 1962-63"
1962-12-12,tt0053126,Frontiera a Nord-Ovest,,Fedi 1962-63
1962-12-16,tt0033405,Sangue e arena,,"Fedi 1961-62, Fedi 1962-63, Calendario 1962"
1962-12-18,tt0053631,Rio negro,,Fedi 1961-62
1962-12-18,tt0054189,Delitto in pieno sole,,"Fedi 1962-63, Calendario 1962"
1962-12-22,tt0054343,La storia di Ruth,,"Fedi 1961-62, Calendario 1962"
1962-12-25,tt0057460,Romolo e Remo,,"Fedi 1961-62, Fedi 1962-63"
1962-12-28,tt0190181,I gialli di Edgar Wallace,,Fedi 1962-63
1962-12-31,tt0054892,Francesco d'Assisi,,"Fedi 1961-62, Fedi 1962-63"
1963-01-01,tt0054892,Francesco d'Assisi,,Calendario 1963
1963-01-03,tt0055146,Il marchio,,"Fedi 1962-63, Calendario 1963"
1963-01-05,tt0053800,Ester e il re,,"Fedi 1962-63, Calendario 1963"
1963-01-08,tt0186517,Sanremo - La grande sfida,,"Fedi 1962-63, Calendario 1963"
1963-01-12,tt0054749,La ciociara,,"Fedi 1962-63, Calendario 1963"
1963-01-14,tt0055087,I leoni scatenati,,Fedi 1962-63
1963-01-15,tt0054586,A cavallo della tigre,,Calendario 1963
1963-01-18,tt0054343,La storia di Ruth,,"Fedi 1962-63, Calendario 1963"
1963-01-21,tt0187700,Anonima cocottes,,Fedi 1962-63
1963-01-22,tt0055087,I leoni scatenati,,Calendario 1963
1963-01-26,tt0042286,L'amante indiana,,"Fedi 1962-63, Calendario 1963"
1963-01-29,tt0054586,A cavallo della tigre,,Fedi 1962-63
1963-02-02,tt0054481,Alì mago d'oriente,,"Fedi 1962-63, Calendario 1963"
1963-02-05,tt0054204,Sparate a vista,,"Fedi 1962-63, Calendario 1963"
1963-02-09,tt0053354,I 39 scalini,,"Fedi 1962-63, Calendario 1963"
1963-02-12,tt0054712,Caccia all'uomo,,"Fedi 1962-63, Calendario 1963"
1963-02-16,tt0056111,L'infanzia di Ivan,,"Fedi 1962-63, Calendario 1963"
1963-02-19,tt0052673,Il prezzo del successo,,"Fedi 1962-63, Calendario 1963"
1963-02-23,tt0055178,Le meraviglie di Aladino,,"Fedi 1962-63, Calendario 1963"
1963-03-03,tt0053716,Il cenerentolo,,"Fedi 1962-63, Calendario 1963"
1963-03-05,tt0053654,Il canale della morte,,"Fedi 1962-63, Calendario 1963"
1963-03-10,tt0047150,Riccardo cuor di leone,,"Fedi 1962-63, Calendario 1963"
1963-03-12,tt0053631,Rio negro,,"Fedi 1962-63, Calendario 1963"
1963-03-16,tt0056558,I tartari,,"Fedi 1962-63, Calendario 1963"
1963-03-18,tt0053069,Vento di tempesta,,"Fedi 1962-63, Calendario 1963"
1963-03-24,tt0052538,Agi Murad il diavolo bianco,,"Fedi 1962-63, Calendario 1963"
1963-03-25,tt0052773,La valle delle mille colline,,"Fedi 1962-63, Calendario 1963"
1963-03-28,tt0053124,Non perdiamo la testa,,"Fedi 1962-63, Calendario 1963"
1963-03-30,tt0054642,Atlantide continente perduto,,"Fedi 1962-63, Calendario 1963"
1963-04-01,tt0051364,Estasi d'amore - Operazione Love,,"Fedi 1962-63, Calendario 1963"
1963-04-06,tt0054681,Il grande spettacolo,,"Fedi 1962-63, Calendario 1963"
1963-04-14,tt0055264,Orazi e Curiazi,,"Fedi 1962-63, Calendario 1963"
1963-04-16,tt0052424,La rivincita di Zorro,,"Fedi 1962-63, Calendario 1963"
1963-04-21,tt0053359,Lampi nel sole,,"Fedi 1962-63, Calendario 1963"
1963-04-23,tt0052634,L'inchiesta dell'ispettore Morgan,,"Fedi 1962-63, Calendario 1963"
1963-04-28,tt0045125,Scaramouche,,"Fedi 1962-63, Calendario 1963"
1963-04-30,tt0051394,I tre sceriffi,,"Fedi 1962-63, Calendario 1963"
1963-05-05,tt0055192,Morgan il pirata,,"Fedi 1962-63, Calendario 1963"
1963-05-07,tt0056209,Inferno a Madison Avenue,,"Fedi 1962-63, Calendario 1963"
1963-05-12,tt0055116,Maciste nella terra dei ciclopi,,"Fedi 1962-63, Calendario 1963"
1963-05-19,tt0047472,7 spose per 7 fratelli,,"Fedi 1962-63, Calendario 1963"
1963-05-25,tt0053825,Stella di fuoco,,"Fedi 1962-63, Calendario 1963"
1963-05-27,tt0053752,Furto alla banca d'Inghilterra,,"Fedi 1962-63, Calendario 1963"
1963-06-01,tt0055302,I pirati di Tortuga,,"Fedi 1962-63, Calendario 1963"
1963-06-08,tt0055823,Canzoni a tempo di twist,,"Fedi 1962-63, Calendario 1963"
1963-06-14,tt0048283,La regina delle piramidi,,"Fedi 1962-63, Calendario 1963"
1963-06-16,tt0149295,Il trionfo di Maciste,,"Fedi 1962-63, Calendario 1963"
1963-06-22,tt0054245,La rivolta dei mercenari,,"Fedi 1962-63, Calendario 1963"
1963-06-24,tt0045888,La maschera di cera,,"Fedi 1962-63, Calendario 1963"
1963-06-29,tt0046223,I pirati dei sette mari,,"Fedi 1962-63, Calendario 1963"
1963-06-30,tt0045943,Giulio Cesare,,"Fedi 1962-63, Calendario 1963"
1963-07-01,tt0050246,Acqua alla gola,,Fedi 1962-63
1963-07-06,tt0054850,Ercole al centro della Terra,,"Fedi 1962-63, Calendario 1963"
1963-07-09,tt0052563,Le colline dell'odio,,"Fedi 1962-63, Calendario 1963"
1963-07-14,tt0055182,La congiura dei potenti,,"Fedi 1962-63, Calendario 1963"
1963-07-16,tt0050280,La maschera di Frankenstein,,"Fedi 1962-63, Calendario 1963"
1963-07-21,tt0056724,Zorro alla corte di Spagna,,"Fedi 1962-63, Calendario 1963"
1963-07-24,tt0195973,La ballata dei sette peccati,,"Fedi 1962-63, Calendario 1963"
1963-07-27,tt0029843,La leggenda di Robin Hood,,"Fedi 1962-63, Calendario 1963"
1963-07-30,tt0046268,Vite vendute,,Fedi 1962-63
1963-08-03,tt0056652,Zorro il vendicatore,,"Fedi 1962-63, Calendario 1963"
1963-08-06,tt0046091,Il mostruoso dottor Crimen,,"Fedi 1962-63, Calendario 1963"
1963-08-10,tt0054851,Ercole alla conquista di Atlantide,,"Fedi 1962-63, Calendario 1963"
1963-08-15,tt0164060,Io bacio... tu baci,,"Fedi 1962-63, Calendario 1963"
1963-08-16,tt0136524,A SS 7 Operazione Deutschland,,"Fedi 1962-63, Calendario 1963"
1963-08-17,tt0052282,Oro nella polvere,,"Fedi 1962-63, Calendario 1963"
1963-08-20,tt0053781,Angeli alla sbarra,,"Fedi 1962-63, Calendario 1963"
1963-08-24,tt0043841,Il naufrago del Pacifico,,"Fedi 1962-63, Calendario 1963"
1963-08-27,tt0048636,Il sentiero dei miliardari,,"Fedi 1962-63, Calendario 1963"
1963-08-31,tt0056124,Giuseppe venduto dai fratelli,,"Fedi 1962-63, Calendario 1963"
1963-09-03,tt0054446,Un marziano sulla Terra,,"Fedi 1962-63, Calendario 1963"
1963-09-08,tt0244475,Il trionfo di Pancho Villa,,"Fedi 1962-63, Calendario 1963"
1963-09-10,tt0046026,Il mostro magnetico,,Fedi 1962-63
1963-09-15,tt0056267,La mia geisha,,"Fedi 1962-63, Calendario 1963"
1963-09-16,tt0054457,I draghi del West,,"Fedi 1962-63, Calendario 1963"
1963-09-20,tt0056473,Le sette spade del vendicatore,,"Fedi 1962-63, Calendario 1963"
1963-09-24,tt0053860,Le confessioni di una sedicenne,,"Fedi 1962-63, Calendario 1963"
1963-09-29,tt0047264,Furia bianca,,"Fedi 1962-63, Calendario 1963"
1963-10-01,tt0054693,La grande rapina di Boston,,"Fedi 1962-63, Calendario 1963"
1963-10-04,tt0053696,Il capitano del re,,"Fedi 1962-63, Calendario 1963"
1963-10-09,tt0054356,Il tuo corpo brucia,,"Fedi 1962-63, Calendario 1963"
1963-10-13,tt0053957,La baia di Napoli,,"Fedi 1962-63, Calendario 1963"
1963-10-15,tt0053770,Sabotaggio,,"Fedi 1962-63, Calendario 1963"
1963-10-19,tt0046286,Gli sparvieri dello stretto,,"Fedi 1962-63, Calendario 1963"
1963-10-21,tt0044079,L'altro uomo (Delitto per delitto),,"Fedi 1962-63, Calendario 1963"
1963-10-26,tt0050924,Il canto dell'usignolo,,"Fedi 1962-63, Calendario 1963"
1963-10-28,tt0054053,Avventura a Malaga,,Fedi 1962-63
1963-10-28,tt0049094,La cortigiana di Babilonia,,Calendario 1963
1963-10-30,tt0054102,Sindacato assassini,,"Fedi 1962-63, Calendario 1963"
1963-10-31,tt0049094,La cortigiana di Babilonia,,Fedi 1962-63
1963-11-01,tt0054053,Avventura a Malaga,,Calendario 1963
1963-11-02,tt0054127,"Pugni, pupe e pepite",,"Fedi 1962-63, Calendario 1963"
1963-11-04,tt0052908,La casa dei sette falchi,,"Fedi 1962-63, Calendario 1963"
1963-11-09,tt0045737,L'assedio delle sette frecce,,"Fedi 1962-63, Calendario 1963"
1963-11-11,tt0050246,Acqua alla gola,,"Fedi 1962-63, Calendario 1963"
1963-11-15,tt0051749,Stalingrado,,"Fedi 1962-63, Calendario 1963"
1963-11-17,tt0053610,Atlas il trionfatore di Atene,,"Fedi 1962-63, Calendario 1963"
1963-11-19,tt0053993,Il cerchio della violenza,,"Fedi 1962-63, Calendario 1963"
1963-11-23,tt0052618,Ben-Hur,,"Fedi 1962-63, Calendario 1963"
1963-11-26,tt0056639,Gli artigli invisibili del dottor Mabuse,,Fedi 1962-63
1963-11-27,tt0050326,Don Chisciotte,,Calendario 1963
1963-11-30,tt0045876,Il trono nero,,"Fedi 1962-63, Calendario 1963"
1963-12-03,tt0052870,La banda di Las Vegas,,"Fedi 1962-63, Calendario 1963"
1963-12-04,tt4221296,Requiem to Massacre (Massacro alle colline nere),,"Fedi 1962-63, Calendario 1963"
1963-12-07,tt0053221,Un dollaro di onore,,"Fedi 1962-63, Calendario 1963"
1963-12-12,tt0054715,I canadesi,,"Fedi 1962-63, Calendario 1963"
1963-12-15,tt0055317,L'erede di Al Capone,,"Fedi 1962-63, Calendario 1963"
1963-12-19,tt0050963,Il cerchio della vendetta,,Fedi 1962-63
1963-12-22,tt0053580,La battaglia di Alamo,,"Fedi 1962-63, Calendario 1963"
1963-12-25,tt0053290,Salomone e la regina di Saba,,"Fedi 1962-63, Calendario 1963"
1963-12-29,tt0054874,La carovana dei coraggiosi,,"Fedi 1962-63, Calendario 1963"
1964-01-01,tt0055518,Teseo contro il minotauro,,Fedi 1962-63
1964-01-02,tt0053762,Desiderio nella polvere,,Fedi 1962-63
1964-01-06,tt0054875,Il figlio del capitan Blood,,Fedi 1962-63
1964-01-07,tt0054295,I sette ladri,,Fedi 1962-63
